biogroup_id,sample_count,sequencing_types,study_sources,cell_type,treatment,timepoint,tissue,is_cross_modal,is_cross_study,genotype
6c328257,4,RNA-seq,499089,flt3l-dc,unknown,unknown,"flt3l-dc, m6a_ip",False,False,ythdf1-/-
fd0e0869,4,RNA-seq,499089,flt3l-dc,unknown,unknown,"flt3l-dc, m6a_ip",False,False,wt
7bbcf261,4,RNA-seq,490651,unknown,unknown,unknown,ld_riboseq,False,False,16 h after transfer from sd to ld.
fe6bfb30,4,RNA-seq,490651,unknown,unknown,unknown,ld_rnaseq,False,False,16 h after transfer from sd to ld.
0654aec4,4,RNA-seq,473925,hela,unknown,unknown,oe rnaseq,False,False,hela
513a13e5,4,RNA-seq,473925,hela,unknown,unknown,wt rnaseq,False,False,hela
7784ad8b,4,RNA-seq,473925,hela,unknown,unknown,oe ago2 eclip-seq input,False,False,hela
6d921fe2,4,RNA-seq,473925,hela,unknown,unknown,wt ago2 eclip-seq input,False,False,hela
ed3700f9,4,RNA-seq,473925,hela,unknown,unknown,oe ago2 eclip-seq,False,False,hela
34aed1d0,4,RNA-seq,473925,hela,unknown,unknown,wt ago2 eclip-seq,False,False,hela
4109846f,4,RNA-seq,470579,unknown,143-3p mirna methyl rna control total,unknown,glioblastoma,False,False,unknown
e996d9f2,4,RNA-seq,470579,unknown,143-3p mirna methyl rna ip,unknown,glioblastoma,False,False,unknown
73dad5b5,4,RNA-seq,470579,unknown,129-5p mirna methyl rna ip,unknown,glioblastoma,False,False,unknown
c0960299,4,RNA-seq,470579,unknown,mock mirna methyl rna ip,unknown,glioblastoma,False,False,unknown
4aa4c39e,4,Ribo-seq,459526,unknown,lacz expression was induced with isopropyl -d-1-thiogalactopyranoside (iptg),unknown,ribo-seq,False,False,"[k-12, reca1 (pro - lac) thi ara f:laciq1 lacz::tn5 proab+] harbours a pbr322-derived plasmid containing lacz with a fragment insert that contains a truncated lac operon with the lac promoter and the wildtype lacz under laci control"
7ac27e29,4,RNA-seq,459526,unknown,lacz expression was induced with isopropyl -d-1-thiogalactopyranoside (iptg),unknown,rna-seq,False,False,"[k-12, reca1 (pro - lac) thi ara f:laciq1 lacz::tn5 proab+] harbours a pbr322-derived plasmid containing lacz with a fragment insert that contains a truncated lac operon with the lac promoter and the wildtype lacz under laci control"
7c7afa58,4,Ribo-seq,459526,unknown,gene10-lacz expression was induced with isopropyl -d-1-thiogalactopyranoside (iptg),unknown,ribo-seq,False,False,"[k-12, reca1 (pro - lac) thi ara f:laciq1 lacz::tn5 proab+] harbours a pbr322-derived plasmid containing either a gene10-lacz fusion with the viral derived rna pseudoknot, 22/6a"
f38dbe53,4,RNA-seq,459526,unknown,gene10-lacz expression was induced with isopropyl -d-1-thiogalactopyranoside (iptg),unknown,rna-seq,False,False,"[k-12, reca1 (pro - lac) thi ara f:laciq1 lacz::tn5 proab+] harbours a pbr322-derived plasmid containing either a gene10-lacz fusion with the viral derived rna pseudoknot, 22/6a"
fa9ab84a,4,Ribo-seq,459526,unknown,control,unknown,ribo-seq,False,False,"[k-12, reca1 (pro - lac) thi ara f:laciq1 lacz::tn5 proab+] harbours a pbr322-derived plasmid containing either a gene10-lacz fusion with the viral derived rna pseudoknot, 22/6a"
5cabc104,4,RNA-seq,459526,unknown,control,unknown,rna-seq,False,False,"[k-12, reca1 (pro - lac) thi ara f:laciq1 lacz::tn5 proab+] harbours a pbr322-derived plasmid containing either a gene10-lacz fusion with the viral derived rna pseudoknot, 22/6a"
4056dc54,4,Ribo-seq,459526,unknown,control,unknown,ribo-seq,False,False,"[k-12, reca1 (pro - lac) thi ara f:laciq1 lacz::tn5 proab+] harbours a pbr322-derived plasmid containing lacz with a fragment insert that contains a truncated lac operon with the lac promoter and the wildtype lacz under laci control"
dade04f3,4,RNA-seq,459526,unknown,control,unknown,rna-seq,False,False,"[k-12, reca1 (pro - lac) thi ara f:laciq1 lacz::tn5 proab+] harbours a pbr322-derived plasmid containing lacz with a fragment insert that contains a truncated lac operon with the lac promoter and the wildtype lacz under laci control"
3e44e57a,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hepg2_shmettl1-ip,False,False,unknown
f66b4a28,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hepg2_shmettl1-input,False,False,unknown
1fca58d2,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hepg2_shcontrol-ip,False,False,unknown
253b6b03,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hepg2_shcontrol-input,False,False,unknown
1aeeb19d,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hela_simettl1-ip,False,False,unknown
cba0e7d7,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hela_simettl1-input,False,False,unknown
0b607c36,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hela_sicontrol-ip,False,False,unknown
5bcabfb7,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hela_sicontrol-input,False,False,unknown
cf3b60de,4,RNA-seq,445453,unknown,unknown,unknown,mbl-mef-ip,False,False,unknown
33e4e5fc,4,RNA-seq,445453,unknown,unknown,unknown,mbl-mef-input,False,False,unknown
16aa5abe,4,RNA-seq,445453,unknown,unknown,unknown,mbl-mesc-input,False,False,unknown
141af1b6,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hek293t-ip,False,False,unknown
179d57bc,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hek293t-input,False,False,unknown
57abaf95,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hepg2-ip,False,False,unknown
0cf0a789,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hepg2-input,False,False,unknown
6de76625,4,RNA-seq,445453,unknown,unknown,unknown,neb-hela_m6a-ip,False,False,unknown
4c43f8a9,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hela-ip,False,False,unknown
96260a3c,4,RNA-seq,445453,unknown,unknown,unknown,mbl-hela-input,False,False,unknown
d1b6dc5d,4,RNA-seq,406823,hek293,dmso for 2h,unknown,thap_cytosol_tedseq,False,False,hek293
3002df93,4,RNA-seq,406823,hek293,dmso for 2h,unknown,dmso_cytosol_tedseq,False,False,hek293
16fd7791,4,RNA-seq,403993,nih3t3,dmso for 1.5h,unknown,"dmso, nih3t3 cells",False,False,nih3t3
e015d073,4,RNA-seq,403993,nih3t3,dmso for 1.5hr,unknown,"dmso, nih3t3 cells",False,False,nih3t3
dbedf907,4,RNA-seq,397035,unknown,heat,unknown,shoot,False,False,unknown
d8cd828f,4,RNA-seq,397035,unknown,control,unknown,shoot,False,False,unknown
3f2aa18f,4,RNA-seq,396698,unknown,unknown,unknown,"hela cells, polya rna",False,False,nat10-/-
39f7889f,4,RNA-seq,396456,hek293t,unknown,unknown,hek293t mock control,False,False,hek293t
75bada1d,4,RNA-seq,396456,hek293t,unknown,unknown,trmt61b oe in hek293t,False,False,hek293t
9260b591,4,RNA-seq,396456,hek293t,demethylation using purified alkb,unknown,hek293t_m1a_ip_demethylase_tgirt,False,False,hek293t
952af677,4,RNA-seq,396456,hek293t,none,unknown,hek293t_m1a_ip_tgirt,False,False,hek293t
9568540f,4,RNA-seq,396456,hek293t,none,unknown,hek293t_m1a_input_tgirt,False,False,hek293t
72e5fc62,4,"RNA-seq,Ribo-seq","395016,371312",unknown,unknown,3,leaf,True,True,wild type genotype
130ed7d8,4,"RNA-seq,Ribo-seq","395016,371312",unknown,unknown,0,leaf,True,True,wild type genotype
af7f2ec2,4,"RNA-seq,Ribo-seq","395016,371312",unknown,unknown,3,leaf,True,True,cat2-2
51f760bf,4,"RNA-seq,Ribo-seq","395016,371312",unknown,unknown,0,leaf,True,True,cat2-2
d6b816e2,4,RNA-seq,391171,hepg2,unknown,unknown,kd_riboseq,False,False,hepg2
b92ab4a3,4,RNA-seq,391171,hepg2,unknown,unknown,control_riboseq,False,False,hepg2
1a391774,4,RNA-seq,391171,hepg2,unknown,unknown,v1_kd_parsseq,False,False,hepg2
3697b665,4,RNA-seq,391171,hepg2,unknown,unknown,v1_control_parsseq,False,False,hepg2
7633ee3a,4,RNA-seq,391171,hepg2,unknown,unknown,s1_kd_parsseq,False,False,hepg2
b0eb413c,4,RNA-seq,391171,hepg2,unknown,unknown,s1_control_parsseq,False,False,hepg2
147622f2,4,RNA-seq,379448,mcf7,nutlin3a,unknown,mcf7,False,False,mcf7
c9b9e1d7,4,RNA-seq,379447,h1933,control,unknown,h1933,False,False,h1933
e17466bd,4,RNA-seq,379447,pc9,control,unknown,pc9,False,False,pc9
b9b2b7d1,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_retina_ribo,False,False,c57bl/6
9ad300a9,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_lung_ribo,False,False,c57bl/6
75dbfab8,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_liver_ribo,False,False,c57bl/6
4a0b8190,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_heart_ribo,False,False,c57bl/6
6ff7be10,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_brain_ribo,False,False,c57bl/6
5782debc,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_retina_mrna,False,False,c57bl/6
ac890731,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_lung_mrna,False,False,c57bl/6
77bde387,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_liver_mrna,False,False,c57bl/6
f2fc4cd6,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_kidney_mrna,False,False,c57bl/6
22086267,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_heart_mrna,False,False,c57bl/6
f133bf9d,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_brain_mrna,False,False,c57bl/6
29cbca5a,4,RNA-seq,375080,unknown,unknown,unknown,e15.5_kidney_ribo,False,False,c57bl/6
36c7cd97,4,RNA-seq,369756,hek293,unknown,unknown,human embryonic kidney cell line,False,False,hek293
7a49c579,4,"RNA-seq,Ribo-seq",358868,membrane bound polysome (mbp),unknown,unknown,13-day old seedlings,True,False,wt
c6cc5306,4,RNA-seq,347980,unknown,unknown,unknown,n-minimal medium at low ph (ph 5.8),False,False,14028s
e3010b96,4,RNA-seq,347980,unknown,unknown,unknown,n-minimal medium at low mg2+ concentration (10 μm),False,False,14028s
1fbffcf2,4,RNA-seq,347980,unknown,unknown,unknown,mops rich defined medium,False,False,14028s
09bb3364,4,RNA-seq,347980,unknown,unknown,unknown,lb medium,False,False,14028s
30e766d5,4,RNA-seq,327113,erythroid progenitors,unknown,unknown,erythroid progenitors_rna-seq_48h,False,False,c57bl/6
193e9502,4,RNA-seq,327113,erythroid progenitors,unknown,unknown,erythroid progenitors_rna-seq_33h,False,False,c57bl/6
1558eb32,4,RNA-seq,327113,erythroid progenitors,unknown,unknown,erythroid progenitors_rna-seq_24h,False,False,c57bl/6
d5aff21d,4,RNA-seq,327113,erythroid progenitors,unknown,unknown,erythroid progenitors_rna-seq_0h,False,False,c57bl/6
a14461fd,4,Ribo-seq,327113,erythroid progenitors,unknown,unknown,erythroid progenitors_ribo-seq_48h,False,False,c57bl/6
1b94a07e,4,Ribo-seq,327113,erythroid progenitors,unknown,unknown,erythroid progenitors_ribo-seq_33h,False,False,c57bl/6
46892a9e,4,Ribo-seq,327113,erythroid progenitors,unknown,unknown,erythroid progenitors_ribo-seq_24h,False,False,c57bl/6
ab097ef1,4,Ribo-seq,327113,erythroid progenitors,unknown,unknown,erythroid progenitors_ribo-seq_0h,False,False,c57bl/6
d0d7d437,4,RNA-seq,278390,u2os,myc activation + torin-1,unknown,"u2os, myc activation + torin-1",False,False,unknown
4d76647e,4,RNA-seq,278390,u2os,torin-1,unknown,"u2os, torin-1",False,False,unknown
dc0fb684,4,RNA-seq,230612,wi-38,unknown,unknown,wi-38,False,False,wi-38
85785e21,4,"RNA-seq,Ribo-seq",173092,unknown,unknown,unknown,immature flower bud clusters,True,False,unknown
14244509,3,RNA-seq,1076517,unknown,unknown,unknown,immortalized human inducible fibroblasts-like cells (hif-t),False,False,unknown
6b27da7c,3,RNA-seq,1076512,unknown,unknown,unknown,human inducible fibroblasts-like cells (hif),False,False,unknown
6e36c98c,3,RNA-seq,"1028978,1028977,1028780",unknown,unknown,unknown,mc,False,True,indica
39c37a5e,3,RNA-seq,"789243,789247,789173",unknown,unknown,unknown,leaf,False,True,4e
a0f43c16,3,RNA-seq,785666,unknown,unknown,unknown,sm-4gfec,False,False,unknown
403ac23d,3,RNA-seq,"763442,763037,763584",esc,unknown,unknown,unknown,False,True,ab2.2. rex1-gfp
fbfcb118,3,RNA-seq,"753863,753865,753852",unknown,unknown,unknown,whole embryo,False,True,bl6
4f5c1fc1,3,RNA-seq,725741,unknown,unknown,unknown,sm-4gfwy,False,False,unknown
7a23f772,3,RNA-seq,"648998,718868",mescs,"actd, 6h",unknown,mescs,False,True,unknown
ea2259c3,3,RNA-seq,"648998,718868",mescs,"actd, 4h",unknown,mescs,False,True,unknown
83937480,3,RNA-seq,"648998,718868",mescs,"actd, 2h",unknown,mescs,False,True,unknown
53234a18,3,RNA-seq,"648998,718868",mescs,untreated,unknown,mescs,False,True,unknown
388b5a49,3,CAGE,701951,unknown,unknown,unknown,sm-4tsst,False,False,unknown
1a202c91,3,RNA-seq,701895,unknown,unknown,unknown,sm-4tsmz,False,False,unknown
1c05bbee,3,RNA-seq,"648998,649001",raw264.7,"actd, 6h",unknown,raw264.7,False,True,raw264.7
0f9d2615,3,RNA-seq,"648998,649001",raw264.7,"actd, 4h",unknown,raw264.7,False,True,raw264.7
3c214817,3,RNA-seq,"648998,649001",raw264.7,"actd, 2h",unknown,raw264.7,False,True,raw264.7
4a758958,3,RNA-seq,630709,unknown,"kanamycin, tetracycline",unknown,human,False,False,challis ch1
6585ff00,3,RNA-seq,505061,unknown,unknown,unknown,"mt. simon sandstone pore water sample d5872 at 1.8km depth, illinois-basin decatur project",False,False,unknown
f5381ed1,2,Ribo-seq,1296756,unknown,unknown,unknown,lab_i,False,False,not appliable
583dd5d7,2,Ribo-seq,1296756,unknown,unknown,unknown,lab_g,False,False,not appliable
304c8fad,2,Ribo-seq,1296756,unknown,unknown,unknown,lab_e,False,False,not appliable
bfe128e4,2,Ribo-seq,1296756,unknown,unknown,unknown,lab_c,False,False,not appliable
98d94b70,2,Ribo-seq,1296756,unknown,unknown,unknown,lab_k,False,False,not appliable
3101e4be,2,Ribo-seq,1296756,unknown,unknown,unknown,lab_a,False,False,not appliable
45efcb30,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,60-3",unknown,fungal cell,False,False,wt
6f0d2006,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,60-2",unknown,fungal cell,False,False,wt
162ec8ba,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,60-1",unknown,fungal cell,False,False,wt
59afee19,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,40-3",unknown,fungal cell,False,False,wt
a17cd9a5,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,40-2",unknown,fungal cell,False,False,wt
a44ce4ed,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,40-1",unknown,fungal cell,False,False,wt
f066887b,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,20-3",unknown,fungal cell,False,False,wt
8bc57737,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,20-2",unknown,fungal cell,False,False,wt
398114e2,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,20-1",unknown,fungal cell,False,False,wt
9e003be7,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,10-3",unknown,fungal cell,False,False,wt
851d4c66,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,10-2",unknown,fungal cell,False,False,wt
0976608e,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,10-1",unknown,fungal cell,False,False,wt
e111231e,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,0-3",unknown,fungal cell,False,False,wt
94d64fc4,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,0-2",unknown,fungal cell,False,False,wt
9bb6e830,2,RNA-seq,1295776,fungal cell,"thiolutin,nc,wt,0-1",unknown,fungal cell,False,False,wt
46b85bdf,2,RNA-seq,1295776,hct116,"ribo,hct116,erf1,3",unknown,colon,False,False,hct116
e42bb99c,2,RNA-seq,1295776,hct116,"ribo,hct116,erf1,2",unknown,colon,False,False,hct116
3d3d8de1,2,RNA-seq,1295776,hct116,"ribo,hct116,erf1,1",unknown,colon,False,False,hct116
1ec2d7f7,2,RNA-seq,1295776,hct116,"ribo,hct116,wt,3",unknown,colon,False,False,hct116
7afdb60f,2,RNA-seq,1295776,hct116,"ribo,hct116,wt,2",unknown,colon,False,False,hct116
7c155255,2,RNA-seq,1295776,hct116,"ribo,hct116,wt,1",unknown,colon,False,False,hct116
f8f13e88,2,RNA-seq,1295776,hct116,"hct116,wt,6-2",unknown,colon,False,False,hct116
036eadf4,2,RNA-seq,1295776,hct116,"hct116,wt,6-1",unknown,colon,False,False,hct116
98f651eb,2,RNA-seq,1295776,hct116,"hct116,wt,4-3",unknown,colon,False,False,hct116
9582bb08,2,RNA-seq,1295776,hct116,"hct116,wt,4-2",unknown,colon,False,False,hct116
56d0b592,2,RNA-seq,1295776,hct116,"hct116,wt,4-1",unknown,colon,False,False,hct116
a06a0fd1,2,RNA-seq,1295776,hct116,"hct116,wt,2-2",unknown,colon,False,False,hct116
b6806f7e,2,RNA-seq,1295776,hct116,"hct116,wt,2-1",unknown,colon,False,False,hct116
62f9ed18,2,RNA-seq,1295776,hct116,"hct116,wt,0-3",unknown,colon,False,False,hct116
94fcaecb,2,RNA-seq,1295776,hct116,"hct116,wt,0-2",unknown,colon,False,False,hct116
7af2fd42,2,RNA-seq,1295776,hct116,"hct116,wt,0-1",unknown,colon,False,False,hct116
2778156c,2,RNA-seq,1295776,fungal cell,"nc,upf1,60-3",unknown,fungal cell,False,False,upf1 kd
4057136d,2,RNA-seq,1295776,fungal cell,"nc,upf1,60-2",unknown,fungal cell,False,False,upf1 kd
a882733b,2,RNA-seq,1295776,fungal cell,"nc,upf1,60-1",unknown,fungal cell,False,False,upf1 kd
a6f50d4a,2,RNA-seq,1295776,fungal cell,"nc,upf1,40-3",unknown,fungal cell,False,False,upf1 kd
caede2fa,2,RNA-seq,1295776,fungal cell,"nc,upf1,40-2",unknown,fungal cell,False,False,upf1 kd
366e6e3e,2,RNA-seq,1295776,fungal cell,"nc,upf1,40-1",unknown,fungal cell,False,False,upf1 kd
ad998e00,2,RNA-seq,1295776,fungal cell,"nc,upf1,20-3",unknown,fungal cell,False,False,upf1 kd
d5be9833,2,RNA-seq,1295776,fungal cell,"nc,upf1,20-2",unknown,fungal cell,False,False,upf1 kd
de59b4da,2,RNA-seq,1295776,fungal cell,"nc,upf1,20-1",unknown,fungal cell,False,False,upf1 kd
80f237db,2,RNA-seq,1295776,fungal cell,"nc,upf1,10-3",unknown,fungal cell,False,False,upf1 kd
f3b4258f,2,RNA-seq,1295776,fungal cell,"nc,upf1,10-2",unknown,fungal cell,False,False,upf1 kd
0c16eb7a,2,RNA-seq,1295776,fungal cell,"nc,upf1,10-1",unknown,fungal cell,False,False,upf1 kd
ff2d57f8,2,RNA-seq,1295776,fungal cell,"nc,upf1,0-3",unknown,fungal cell,False,False,upf1 kd
d3ed84f2,2,RNA-seq,1295776,fungal cell,"nc,upf1,0-2",unknown,fungal cell,False,False,upf1 kd
d35ecd60,2,RNA-seq,1295776,fungal cell,"nc,upf1,0-1",unknown,fungal cell,False,False,upf1 kd
d8b16517,2,RNA-seq,1295776,fungal cell,"nc,wt,60-3",unknown,fungal cell,False,False,wt
feb26bea,2,RNA-seq,1295776,fungal cell,"nc,wt,60-2",unknown,fungal cell,False,False,wt
7f112c84,2,RNA-seq,1295776,fungal cell,"nc,wt,60-1",unknown,fungal cell,False,False,wt
eca16c16,2,RNA-seq,1295776,fungal cell,"nc,wt,40-3",unknown,fungal cell,False,False,wt
99a63ec0,2,RNA-seq,1295776,fungal cell,"nc,wt,40-2",unknown,fungal cell,False,False,wt
b5586ff8,2,RNA-seq,1295776,fungal cell,"nc,wt,40-1",unknown,fungal cell,False,False,wt
4e8a8845,2,RNA-seq,1295776,fungal cell,"nc,wt,20-3",unknown,fungal cell,False,False,wt
3cde0418,2,RNA-seq,1295776,fungal cell,"nc,wt,20-2",unknown,fungal cell,False,False,wt
7014fece,2,RNA-seq,1295776,fungal cell,"nc,wt,20-1",unknown,fungal cell,False,False,wt
f3d1f067,2,RNA-seq,1295776,fungal cell,"nc,wt,10-3",unknown,fungal cell,False,False,wt
2189dd79,2,RNA-seq,1295776,fungal cell,"nc,wt,10-2",unknown,fungal cell,False,False,wt
f59c5e95,2,RNA-seq,1295776,fungal cell,"nc,wt,10-1",unknown,fungal cell,False,False,wt
f61f44cf,2,RNA-seq,1295776,fungal cell,"nc,wt,0-3",unknown,fungal cell,False,False,wt
df23438b,2,RNA-seq,1295776,fungal cell,"nc,wt,0-2",unknown,fungal cell,False,False,wt
0c1d9b95,2,RNA-seq,1295776,fungal cell,"nc,wt,0-1",unknown,fungal cell,False,False,wt
f5fca66a,2,RNA-seq,"1270455,1270452",unknown,unknown,unknown,unknown,False,True,molf_eij
771d4f31,2,Ribo-seq,1245068,in-vitro-differentiated plasma cell,unknown,unknown,eif4g2_cko_rep3,False,False,unknown
8f3998dc,2,Ribo-seq,1245068,in-vitro-differentiated plasma cell,unknown,unknown,eif4g2_cko_rep2,False,False,unknown
7d1933ec,2,Ribo-seq,1245068,in-vitro-differentiated plasma cell,unknown,unknown,eif4g2_cko_rep1,False,False,unknown
9bfe395c,2,Ribo-seq,1245068,in-vitro-differentiated plasma cell,unknown,unknown,wt_rep3,False,False,unknown
48a24814,2,Ribo-seq,1245068,in-vitro-differentiated plasma cell,unknown,unknown,wt_rep2,False,False,unknown
ae1df8d6,2,Ribo-seq,1245068,in-vitro-differentiated plasma cell,unknown,unknown,wt_rep1,False,False,unknown
0d99b16d,2,RNA-seq,1228532,hela cells,dnmt1 knockdown,unknown,corresponding rrna depleted rna-seq on hela cell with dnmt1 knockdown,False,False,hela cells
1379469f,2,RNA-seq,1228532,hela cells,dnmt1 knockdown,unknown,ribosome-protected mrna fragment on hela cells with dnmt1 knockdown,False,False,hela cells
813adb53,2,RNA-seq,1228532,hela cells,mock,unknown,corresponding rrna depleted rna-seq on hela cells with mock treatment,False,False,hela cells
f9f81ca0,2,RNA-seq,1228532,hela cells,mock,unknown,ribosome-protected mrna fragment on hela cells with mock treatment,False,False,hela cells
7a0c3c30,2,Ribo-seq,1222576,unknown,unknown,unknown,gs115 mut+,False,False,gs115
574adf4c,2,Ribo-seq,1222576,unknown,unknown,unknown,gs115 muts alb,False,False,gs115
